trade_date,return_skewness_20
2025-03-04,0.009358155320025149
2025-03-05,0.007647386067134963
2025-03-06,0.013739299464946215
2025-03-07,-0.0029073803930033887
2025-03-10,0.0019090765790530592
2025-03-11,0.006344547776982583
2025-03-12,0.0035776787156765015
2025-03-13,-0.007522059047791332
2025-03-14,0.021040743926027995
2025-03-17,0.0034713635930671977
2025-03-18,0.003126120360954725
2025-03-19,-0.004093985620272611
2025-03-20,-0.006670620488466849
2025-03-21,-0.01858394390669793
2025-03-24,-0.0035264588835585355
2025-03-25,-0.0022888228716335716
2025-03-26,0.003657756220214116
2025-03-27,-0.00479537566738209
2025-03-28,-0.01075466825302048
2025-03-31,-0.006360203331481131
2025-04-01,0.007477011795641161
2025-04-02,0.0031709229054735387
2025-04-03,-0.0034136331958538415
2025-04-07,-0.10822280789804108
2025-04-08,0.011451876086877906
2025-04-09,0.02068963732715637
2025-04-10,0.021999032237179014
2025-04-11,0.0074724225079687056
2025-04-14,0.014586626085653849
2025-04-15,-0.0011643903907380578
2025-04-16,-0.009259175877949192
2025-04-17,0.0033066482135193954
2025-04-18,0.002242749502732187
2025-04-21,0.014222498720736693
2025-04-22,0.0012915663650307772
2025-04-23,0.0022203798730493418
2025-04-24,-0.006459931718842321
2025-04-25,0.0036718592373510754
2025-04-28,-0.011272685583641017
2025-04-29,-0.0010709918401181605
2025-04-30,0.0014875723227563448
2025-05-06,0.025925458327258875
2025-05-07,0.008561096058155804
2025-05-08,0.006467023336131842
2025-05-09,-0.0076980760179490475
2025-05-12,0.013038297285748993
2025-05-13,0.00011047066261146676
2025-05-14,0.009889875021920904
2025-05-15,-0.008333146451195326
2025-05-16,0.0012015677234136282
2025-05-19,0.008306972745273209
2025-05-20,0.007845952345769437
2025-05-21,0.0006086204895263467
2025-05-22,-0.007399355967159911
2025-05-23,-0.01187825302526456
2025-05-26,0.006707538203567046
2025-05-27,0.0032182549590791154
2025-05-28,-0.002182705023413057
2025-05-29,0.011203118043595878
2025-05-30,-0.009420149182580929
2025-06-03,0.009384008858066456
2025-06-04,0.00604104293719357
2025-06-05,0.002808683001904535
2025-06-06,0.0006597767386865496
2025-06-09,0.009485179377819291
2025-06-10,-0.00823340902226677
2025-06-11,0.005266010654384142
2025-06-12,0.0021887341724979394
2025-06-13,-0.014063525811819159
2025-06-16,0.00864214125613273
2025-06-17,0.0006427160503336066
2025-06-18,0.0009981434842873623
2025-06-19,-0.015664058122227265
2025-06-20,-0.0033253117145451865
2025-06-23,0.01508778711763617
2025-06-24,0.014893820713420351
2025-06-25,0.010650444340983285
2025-06-26,-0.003042117941374942
2025-06-27,7.513734365449503e-05
2025-06-30,0.010004401958868214
2025-07-01,0.0043752562917165365
2025-07-02,-0.004622655043240661
2025-07-03,0.0060877456936288665
2025-07-04,-0.006406882369189367
2025-07-07,0.004916971776086902
2025-07-08,0.011083166202451322
2025-07-09,-0.004170808688795159
2025-07-10,0.002947354654781941
2025-07-11,0.0031400216303462
2025-07-14,0.0040125106417834315
2025-07-15,-0.010382303684038576
2025-07-16,0.0004440264545414362
2025-07-17,0.009197604388274168
2025-07-18,0.004311445359426377
2025-07-21,0.008172221597141404
2025-07-22,0.004263321152210486
2025-07-23,-0.005581756207559443
2025-07-24,0.011197744672062583
2025-07-25,-0.00084706568918219
2025-07-28,0.008072327125918944
2025-07-29,0.002243105112432742
2025-07-30,-0.004387615219394076
2025-07-31,-0.015411696714308927
2025-08-01,0.001368686007997558
2025-08-04,0.010492230939435637
2025-08-05,0.010787892753709366
2025-08-06,0.007730685484321185
2025-08-07,0.0017456009612822703
2025-08-08,-0.0009773473548002369
2025-08-11,0.010690078163812363
2025-08-12,0.00113108204381538
2025-08-13,0.007668214545183339
2025-08-14,-0.013624988031952542
2025-08-15,0.017616617005790376
2025-08-18,0.017175626961942827
2025-08-19,0.0045139712877465665
2025-08-20,0.012882625986023112
2025-08-21,-0.006111023594103509
2025-08-22,0.00799818507840077
2025-08-25,0.013577163015115476
2025-08-26,-0.002416058743858118
2025-08-27,-0.02309956199842432
2025-08-28,0.011491593778690115
2025-08-29,0.0005764679928036229
2025-09-01,0.007864993253900318
2025-09-02,-0.012739281454673337
2025-09-03,-0.018555008565221614
2025-09-04,-0.012837926156851483
2025-09-05,0.020995756119101226
2025-09-08,0.008613638977171484
2025-09-09,-0.005988963823886561
2025-09-10,0.0017414310187141996
2025-09-11,0.01642880361136248
2025-09-12,-0.0022080049115153527
2025-09-15,0.0005916146946283106
2025-09-16,0.008093025170431768
2025-09-17,0.0068945618978037805
2025-09-18,-0.017294760542891998
2025-09-19,-0.0038836925155501054
2025-09-22,0.005269179130836701
2025-09-23,-0.0060851647949315656
2025-09-24,0.011092889706166658
2025-09-25,-0.0023040492505431143
2025-09-26,-0.009742055186408366
2025-09-29,0.011556980465419458
2025-09-30,0.006672158901458414
2025-10-09,0.008367025538746915
2025-10-10,-0.004474302026467029
2025-10-13,-0.000960526156267279
2025-10-14,-0.007334792628924266
2025-10-15,0.012403685877337116
2025-10-16,-0.003702732623158861
2025-10-17,-0.024183389957643867
2025-10-20,0.010583094837090357
2025-10-21,0.015160061963243075
2025-10-22,-0.003194338817824439
2025-10-23,0.0020431475956576807
2025-10-24,0.006750652947565871
2025-10-27,0.009158795764381776
2025-10-28,-0.0014857968099065701
2025-10-29,0.004310523878313514
2025-10-30,-0.009787245481403374
2025-10-31,0.0024885916380912353
2025-11-03,0.0059905022083158585
2025-11-04,-0.006623743406704402
2025-11-05,0.004059883468444851
2025-11-06,0.005586524218584084
2025-11-07,-0.0012886670600013093
2025-11-10,0.011297641962576571
2025-11-11,-0.002126774684687821
2025-11-12,-0.003972065936252355
2025-11-13,0.011282128959740411
2025-11-14,-0.009244018052108208
2025-11-17,-0.0005163037641729813
2025-11-18,-0.013037597193117605
2025-11-19,-0.003815228203046412
2025-11-20,-0.006157252012703798
2025-11-21,-0.03524910549818711
2025-11-24,0.010834287854243502
2025-11-25,0.01416697916316852
2025-11-26,-0.00320295398686589
2025-11-27,0.0034063438491409048
2025-11-28,0.010202404304626756
2025-12-01,0.009249571929183343
2025-12-02,-0.004614507816684914
2025-12-03,-0.008846990670431588
2025-12-04,-0.010704065983713044
2025-12-05,0.014568151658737571
2025-12-08,0.009297502997662762
2025-12-09,-0.0066232777898130694
2025-12-10,0.0013672750144891666
2025-12-11,-0.011362787448846544
2025-12-12,0.008538812060599588
2025-12-15,0.0013593636112876626
2025-12-16,-0.015798542747569068
2025-12-17,0.008152748506405797
2025-12-18,-0.0006188207771369481
2025-12-19,0.007790731779038786
